TARGET_B,TARGET_D,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PEP_STAR,RECENT_STAR_STATUS,recency_freq_status,RECENT_CARD_RESPONSE_PROP,MONTHS_SINCE_LAST_PROM_RESP,LAST_GIFT_AMT,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
0,0,137995,113,73,0,C,30,U,M,1,1,3,582,163,65,1,0,A2,0.111,21,10,13,19,104
0,0,138317,89,73,0,C,23,H,F,4,1,9,1526,436,72,0,0,A1,0.2,23,15,6,23,79
1,26,138528,113,73,0,S,17,H,M,2,0,6,723,265,61,1,0,A1,0.125,21,26,12,21,105
1,12,138905,113,73,0,T,37,H,F,4,1,3,835,263,88,1,0,A2,0.375,20,10,12,20,113
0,0,139521,29,73,0,S,13,H,M,5,0,,968,378,41,1,0,A3,0.167,18,12,14,18,28
0,0,139597,41,73,0,S,11,H,F,5,1,,1319,511,63,0,0,A4,0.222,15,10,13,15,40
1,10,139626,137,73,0,U,3,U,M,5,1,8,1590,524,97,1,1,S4,0.273,18,12,15,18,123
1,10,140457,137,73,0,T,40,H,M,3,1,7,576,263,80,1,0,A1,0.2,18,10,12,18,130
0,0,141361,77,73,0,U,10,H,M,4,0,0,654,209,34,1,0,A2,0,15,25,13,15,67
1,10,141591,137,73,0,S,18,U,F,,0,8,880,438,86,1,1,S2,0.167,16,12,10,16,126
0,0,141950,101,73,0,C,28,H,F,2,0,4,840,310,81,0,0,A4,0.455,17,5,11,17,105
1,38,142564,41,73,0,U,5,H,M,5,1,,1943,426,92,0,0,A1,0,18,19,12,18,41
1,10,142662,41,73,0,U,8,H,F,2,0,,1188,166,38,0,0,A3,0.333,15,10,12,15,39
0,0,142962,77,73,0,U,7,H,M,4,0,4,1820,316,25,0,0,A1,0.222,24,20,13,24,74
0,0,142979,29,73,0,U,4,H,U,5,0,,2173,279,15,1,0,A3,0.5,18,10,12,18,28
0,0,143509,53,73,0,U,4,U,F,1,0,2,1500,269,27,1,0,A1,0,26,20,11,26,53
0,0,143626,29,73,0,S,13,U,F,7,0,,5952,1329,96,0,0,A2,0.333,15,15,11,15,29
0,0,146281,17,73,0,U,9,H,M,5,1,,1927,220,14,0,0,F1,0.5,17,15,10,17,17
0,0,147119,41,73,0,C,24,H,F,5,0,,3124,428,66,1,0,A4,0.4,18,8,13,18,36
0,0,148051,17,73,0,S,13,H,F,3,0,,4466,811,94,0,0,F1,0.5,7,10,10,7,18
1,36,148949,29,73,0,U,6,H,F,4,0,,1795,478,78,0,0,A1,0.125,26,36,11,26,33
0,0,149015,53,73,0,U,3,U,F,1,1,7,5000,493,63,1,1,S4,0.273,16,17,15,16,53
0,0,149470,77,73,0,S,15,H,F,6,0,4,3825,342,14,0,0,A1,0.125,18,17,11,18,75
1,100,149792,89,73,0,?,,H,A,2,1,3,1949,288,20,1,0,A2,0.182,16,100,14,16,89
0,0,150442,29,73,0,U,8,H,M,3,1,,1586,309,84,0,0,A3,0,15,10,14,15,28
0,0,151450,113,73,0,U,7,H,M,4,1,3,2792,561,92,1,0,A1,0.091,21,15,13,21,105
1,10,151653,137,73,0,U,8,U,U,,0,5,1455,376,72,1,1,S2,0.273,19,10,13,19,125
0,0,151715,29,73,0,U,7,H,F,2,1,,1873,309,43,0,0,A2,0.25,18,5,11,18,32
1,25,152054,77,73,0,S,12,H,F,3,0,7,2297,512,76,0,0,A2,0,15,12,13,15,75
0,0,152468,113,73,0,S,13,H,F,3,0,9,3885,676,84,1,0,A1,0.222,23,12,11,23,112
1,5,152486,41,73,0,S,16,U,M,2,1,,1538,271,90,1,0,A4,0.556,15,7,10,15,42
0,0,152487,41,73,0,S,12,H,M,3,0,7,1865,530,91,0,0,A1,0.143,19,15,10,19,44
0,0,153345,137,73,0,S,16,H,F,2,1,5,1404,327,71,1,0,A1,0.143,21,14,10,21,129
0,0,153960,89,73,0,S,19,H,M,3,0,5,1348,409,81,0,0,A1,0,16,17,13,16,85
0,0,155550,125,73,0,C,27,H,F,1,1,2,1176,287,30,1,0,A1,0.1,18,12,12,18,118
0,0,157775,29,73,0,U,5,H,M,2,1,,1925,445,86,0,0,A4,0.429,18,12,12,18,30
1,16,157807,89,73,0,S,14,H,M,6,1,8,2559,581,88,0,0,A2,0.111,17,13,13,17,88
0,0,158503,65,73,0,S,19,H,M,4,0,,1935,360,70,0,0,A3,0.222,18,4,12,18,57
1,75,159424,89,73,0,S,13,H,M,7,0,,3276,358,43,0,0,A2,0.143,15,50,14,15,79
1,5,159826,137,73,0,C,27,H,F,3,0,3,1292,266,65,1,0,A1,0.125,18,10,11,18,127
0,0,160012,53,73,0,C,27,U,M,,1,5,862,241,86,1,1,S3,0.182,18,15,13,18,53
0,0,160231,113,73,0,T,38,H,F,1,1,2,1464,254,34,1,1,S3,0.429,23,9,11,23,112
0,0,160358,41,73,0,C,23,U,M,,0,,2788,369,80,0,0,A3,0,25,5,12,15,44
1,15,160570,29,73,0,T,35,H,M,5,0,,1412,399,86,0,0,N3,0.5,16,16,14,16,23
0,0,160710,89,73,0,C,31,U,M,1,0,0,1021,125,3,1,0,A1,0.1,16,20,14,16,89
0,0,161378,89,73,0,U,10,H,M,2,0,,619,122,14,0,0,A4,0.125,16,5,12,16,86
1,16,161492,17,73,0,S,12,H,F,4,0,,1437,509,74,0,0,F1,0.333,20,25,11,20,20
0,0,162117,41,73,0,U,2,H,F,6,1,,2524,448,83,1,0,A2,0.25,15,15,12,15,39
0,0,162878,41,73,0,U,2,H,F,6,0,,3275,608,82,0,0,A1,0,19,20,10,19,40
0,0,163874,65,73,0,S,13,H,M,7,1,9,3842,600,91,0,0,A1,0,19,20,13,19,56
1,15,165649,137,73,0,U,5,H,F,1,1,6,2057,440,87,1,0,A2,0.222,21,10,13,18,119
0,0,166504,17,73,0,U,2,H,F,6,1,,3260,565,84,0,0,F1,0.333,21,20,10,21,21
0,0,166578,125,73,0,S,20,H,F,5,0,4,1497,338,58,0,0,A1,0.25,23,15,11,23,123
0,0,167826,89,73,0,C,29,H,M,1,1,4,1646,265,77,1,0,A1,0.125,23,13,11,23,88
0,0,168173,137,73,0,U,2,H,F,4,1,8,2741,678,88,1,1,S2,0.182,22,10,12,22,119
0,0,168569,137,73,0,S,13,H,M,4,1,8,2947,564,95,1,1,S2,0.182,16,35,14,16,129
0,0,168921,29,73,0,T,40,H,F,7,1,,1697,443,72,1,0,A2,0.286,19,25,13,19,30
0,0,169190,65,73,0,R,46,U,M,1,1,2,1026,245,73,0,0,A1,0.091,25,15,12,25,57
1,20,169678,41,73,0,S,12,H,F,6,0,,1856,504,77,1,0,A1,0.182,18,16,12,18,40
1,50,169955,137,73,0,R,42,U,M,4,1,0,1588,238,64,1,0,A1,0.182,28,50,13,18,116
0,0,170171,41,73,0,T,38,U,M,2,1,,1733,236,33,1,1,S3,0.2,22,10,12,18,39
0,0,170239,89,73,0,R,42,H,M,5,0,6,2580,363,60,1,0,A2,0.111,16,25,14,16,87
0,0,170708,89,73,0,C,22,H,F,5,1,7,2277,375,50,0,0,A1,0,17,25,13,17,75
0,0,171475,29,73,0,S,16,H,F,4,0,,1185,408,83,0,0,L1,0.333,15,15,11,15,30
1,15,171854,89,73,0,S,17,H,F,6,1,2,1189,278,49,1,0,A1,0.1,29,15,12,18,79
0,0,172018,113,73,0,U,4,U,F,2,0,1,1188,252,30,1,0,A1,0.143,21,10,11,21,113
0,0,172562,41,73,0,C,28,H,M,4,1,,987,247,87,0,0,A1,0,25,15,12,25,40
0,0,172618,101,73,0,R,46,U,F,1,1,2,696,233,71,1,0,A1,0.222,23,13,11,23,100
0,0,172812,29,73,0,C,24,H,M,7,0,,1175,439,71,0,0,N2,0.2,18,25,13,18,24
1,15,173094,77,73,0,R,53,H,M,5,0,,609,220,71,1,0,A1,0,18,15,11,18,75
1,21,173653,41,73,0,C,27,H,F,2,1,5,2346,420,68,0,0,A3,0.1,15,22,14,15,45
1,25,173702,41,73,0,S,12,H,M,7,1,,2609,486,65,0,0,A3,0.25,21,10,12,21,40
1,7,174671,125,73,0,R,49,H,F,3,1,,748,326,78,0,0,A4,0.25,15,6,13,15,119
1,21,175790,41,73,0,C,29,U,F,2,1,,759,231,71,0,0,A1,0.111,26,15,10,26,43
1,20,176948,41,73,0,T,36,H,M,1,1,,480,203,60,0,0,A1,0.222,22,17,12,22,34
1,5,178275,101,73,0,S,12,H,F,4,0,9,2019,506,85,1,1,S4,0.5,18,5,13,17,73
0,0,178600,41,73,0,S,18,U,F,1,1,6,1318,338,53,1,0,A1,0.2,18,15,13,18,44
0,0,180662,89,73,0,R,44,U,F,5,0,,5000,917,66,0,0,A3,0.364,20,10,13,20,89
1,20,180805,17,73,0,R,46,H,F,3,0,,1413,306,82,0,0,N3,0.5,16,10,13,16,21
0,0,180814,41,73,0,C,23,H,F,4,0,5,1455,268,81,0,0,A2,0,20,6,14,17,45
1,19,181488,29,73,0,C,24,U,M,,0,,1417,287,81,0,0,A1,0.143,21,15,5,21,32
0,0,182439,41,73,0,C,27,H,M,5,0,,849,434,80,1,1,S2,0.364,18,15,13,18,41
0,0,184121,113,73,0,C,31,H,M,3,1,1,399,213,41,0,0,A2,0.111,23,10,13,18,105
1,5,184195,89,73,0,C,27,U,M,4,1,4,632,336,75,1,1,S3,0.4,17,6,7,17,89
1,4,184239,137,73,0,C,27,U,U,,0,1,754,302,84,1,1,S4,0.545,21,6,9,21,128
0,0,184636,65,73,0,C,24,H,F,4,1,9,1066,692,84,0,0,A2,0.091,21,30,13,21,55
0,0,185384,17,73,0,R,43,H,M,1,0,,562,227,86,0,0,E1,1,15,5,12,13,15
1,5,186014,113,73,1,R,53,U,M,2,1,1,394,115,65,1,0,A4,0.333,16,5,22,9,105
0,0,186690,29,73,1,S,21,H,F,1,0,,580,340,74,0,0,A4,0.375,18,5,18,8,32
1,10,186793,113,73,1,T,35,H,M,5,0,2,817,467,85,1,1,S2,0.2,21,15,16,8,110
1,10,188304,89,73,1,T,36,H,F,2,1,4,376,263,61,1,1,S4,0.455,17,25,21,6,89
0,0,188333,89,73,1,R,50,U,U,,1,2,437,177,77,1,0,A1,0,,25,23,6,85
1,10,188421,137,73,1,S,18,H,M,3,0,6,704,359,87,1,0,A2,0.25,16,10,17,6,123
1,5,188519,89,73,0,S,12,U,F,,1,,744,396,71,0,0,A4,0.143,18,3,16,6,78
1,24,188639,113,73,1,C,24,U,M,,0,9,932,442,60,1,1,S4,0.182,18,15,19,6,113
1,20,188721,125,73,1,S,12,U,F,7,1,7,1159,505,81,0,0,A1,0,17,20,17,5,113
1,5,188854,41,73,1,?,,U,F,5,0,,851,338,52,0,0,A2,0.111,18,5,17,5,41
0,0,189309,65,73,0,C,28,U,F,1,1,4,714,278,85,1,0,A4,0.091,19,1,14,4,64
0,0,189357,125,73,0,C,28,U,M,2,1,2,1412,403,86,1,0,A1,0.111,25,5,10,4,125
1,10,189814,53,73,1,S,12,U,M,5,1,8,753,418,85,1,0,A1,0.3,17,25,7,17,53
0,0,190982,65,73,1,C,27,U,M,1,0,8,597,319,68,0,0,A4,0.167,17,24,14,17,54
0,0,41,101,74,0,R,49,U,F,2,1,5,514,328,90,0,0,A1,0.111,18,25,19,18,92
0,0,1748,29,74,0,C,27,H,M,2,1,,406,260,72,0,0,A1,0.125,19,27,18,19,33
1,5,2951,113,74,0,T,40,U,M,,0,,1330,367,79,1,1,S4,0.4,13,5,44,4,103
0,0,3873,113,74,1,C,25,H,F,2,1,4,581,243,21,1,1,S2,0.364,22,35,16,22,111
0,0,4062,53,74,1,S,14,H,M,5,1,9,2030,778,99,0,0,A1,0,20,15,15,20,52
0,0,4417,77,74,1,?,,H,M,3,0,3,778,250,96,1,1,S4,0.545,17,6,34,16,76
1,15,4629,137,74,1,C,24,H,M,6,1,9,1460,551,94,1,1,S3,0.364,16,12,17,16,130
0,0,4644,65,74,1,S,11,H,M,5,0,8,1072,461,62,0,0,A2,0.3,16,6,35,15,63
0,0,4655,137,74,1,S,12,H,F,6,1,6,1043,423,92,1,0,A4,0.364,18,23,18,18,129
1,10,5070,137,74,1,C,30,H,F,2,1,4,657,193,94,1,0,A1,0.3,17,10,25,17,130
0,0,5071,77,74,1,S,14,H,F,4,0,7,543,201,3,1,1,S3,0.5,18,20,29,18,67
0,0,5497,127,74,1,U,8,H,F,3,1,6,543,251,57,1,1,S4,0.5,17,5,40,4,127
1,15,5524,29,74,1,T,34,H,F,3,0,,1084,365,80,1,0,A3,0.286,15,15,37,6,29
0,0,6026,101,74,1,S,14,U,M,,0,9,3740,827,98,1,0,F1,0.273,14,20,28,14,91
0,0,7259,113,74,1,T,40,H,M,2,1,7,907,471,97,1,0,A1,0.286,21,10,36,5,104
0,0,7492,89,74,1,S,13,U,F,,0,9,1408,515,76,0,0,A1,0,26,10,24,4,81
1,6,7494,137,74,1,C,26,H,F,2,0,,1500,282,62,1,1,S3,0.25,21,7,12,21,119
0,0,7798,137,74,1,R,45,U,F,3,0,3,454,226,78,1,0,A2,0,15,8,40,4,116
0,0,8305,137,74,1,?,,H,F,3,1,7,641,311,75,1,0,A1,0,,0,42,4,128
0,0,8981,125,74,1,T,36,H,F,5,0,1,646,225,55,1,0,A4,0.333,15,5,17,15,115
0,0,9770,113,74,0,C,24,H,F,4,1,8,862,446,86,1,1,S2,0.222,21,10,32,9,113
0,0,10365,77,74,1,R,42,H,U,4,0,4,1088,285,87,1,1,S2,0.25,15,28,20,6,76
1,20,10467,77,74,1,T,35,H,M,4,1,9,1089,541,90,1,1,S3,0,18,10,31,4,75
0,0,10662,113,74,1,R,49,H,M,4,0,5,632,338,81,1,0,A2,0.182,25,12,14,25,104
1,3,10789,137,74,1,R,49,H,F,3,0,0,534,284,71,1,1,S3,0.455,18,9,29,18,130
0,0,10949,101,74,1,S,13,H,M,7,0,9,866,611,98,1,0,A1,0,19,25,35,5,93
1,12,10973,89,74,1,T,35,H,M,3,1,7,2431,563,93,0,0,A4,0.364,16,10,41,5,89
1,4,11158,101,74,1,?,,H,M,5,0,8,987,430,67,1,1,S3,0.25,18,5,30,5,98
0,0,11165,113,74,1,S,14,H,M,7,1,9,1477,631,99,1,0,A1,0,26,15,34,6,102
0,0,11241,101,74,1,U,5,U,M,,0,7,760,351,87,1,0,A1,0.3,27,10,10,27,92
0,0,12336,41,74,0,S,21,H,M,2,0,1,713,231,59,0,0,A1,0.111,24,100,25,24,45
1,10,12474,89,74,1,T,40,H,F,2,0,7,739,340,91,1,1,S2,0.143,21,6,24,18,79
1,10,12832,29,74,1,T,36,U,F,3,1,,662,292,78,0,0,A3,0.333,15,15,22,15,31
1,50,14556,53,74,1,C,28,H,M,3,0,6,926,291,91,1,0,A3,0.4,19,100,31,8,53
0,0,17440,77,74,0,C,22,U,F,,0,9,1046,384,48,1,0,A2,0.3,16,20,13,16,76
0,0,17761,137,74,0,S,12,H,M,4,1,9,1067,503,85,1,1,S3,0.182,17,12,13,17,126
0,0,19608,137,74,0,S,12,H,F,5,1,8,889,422,92,1,0,A2,0.273,18,10,15,18,127
1,10,19664,29,74,0,S,14,H,M,5,1,,2282,908,94,0,0,N2,0.4,17,21,13,17,24
0,0,19855,29,74,0,C,24,H,F,5,1,,1126,410,72,0,0,N2,0.4,16,16,7,16,24
1,13,20338,113,74,0,C,23,H,M,7,1,9,1991,478,84,1,0,A2,0,16,11,13,16,113
0,0,20538,41,74,0,T,34,H,F,2,1,,885,396,89,1,1,S4,0.333,19,5,13,19,45
0,0,20754,29,74,0,C,28,U,M,2,0,,295,161,69,1,0,A3,0.444,21,11,13,21,33
1,12,21244,89,74,0,R,42,U,F,,0,8,828,232,74,1,1,S2,0.182,19,12,15,19,85
0,0,21558,29,74,0,R,44,U,F,3,0,,662,352,88,0,0,N3,0.25,16,10,11,16,23
0,0,23267,101,74,0,R,43,U,M,1,0,2,542,261,87,1,0,A1,0.25,17,10,14,17,93
0,0,23699,113,74,0,S,18,H,M,5,0,5,678,308,56,1,1,S2,0,15,14,15,15,111
1,20,24272,113,74,0,T,38,H,F,2,0,4,664,219,28,1,1,S2,0.222,16,20,13,16,111
0,0,24321,89,74,0,R,47,U,M,,0,1,406,205,81,1,1,S2,0.125,17,6,16,16,79
0,0,24398,137,74,0,C,24,H,M,4,1,,631,338,71,1,1,S3,0.2,17,7,11,17,111
0,0,24414,41,74,0,C,22,U,U,4,0,7,1333,162,14,0,0,A2,0.2,16,20,14,16,45
0,0,24654,41,74,0,T,35,H,F,1,1,7,802,433,90,0,0,A2,0.167,18,15,16,18,44
0,0,24671,137,74,0,T,40,H,F,3,1,8,916,416,94,0,0,A1,0,18,25,16,18,126
1,15,25519,77,74,0,C,23,H,M,7,0,9,2535,466,89,0,0,A3,0.143,18,10,17,18,76
0,0,25690,137,74,0,S,15,H,M,4,1,6,901,356,31,1,0,A1,0.2,28,10,12,26,129
0,0,28223,29,74,0,S,17,H,F,1,1,,879,238,33,1,0,A4,0.5,18,10,12,18,32
0,0,28596,41,74,0,S,11,H,M,7,0,,1709,358,46,0,0,A1,0.111,19,20,12,19,40
0,0,30414,41,74,0,C,24,H,M,6,1,,1156,420,63,0,0,A1,0.25,24,15,9,24,36
0,0,31416,137,74,0,T,36,H,F,1,0,0,317,135,49,1,0,A2,0.125,16,14,14,16,112
0,0,31981,101,74,0,T,34,H,F,2,1,8,878,399,52,1,0,A1,0,26,20,11,26,96
1,5,32380,113,74,0,C,29,H,M,2,1,,825,266,71,1,1,S3,0.556,21,5,11,21,105
0,0,33651,17,74,0,C,26,H,F,6,1,,686,253,57,0,0,F1,0,20,15,10,20,20
0,0,33933,77,74,0,T,38,U,M,2,1,4,794,306,40,0,0,A1,0.222,16,15,16,16,66
0,0,34098,125,74,0,C,25,H,M,1,0,6,913,223,47,1,1,S2,0.222,20,16,15,20,119
0,0,34897,41,74,0,C,27,U,M,,0,3,731,321,90,1,0,A1,0.273,25,15,13,25,44
0,0,35363,125,74,0,C,29,H,F,2,1,4,600,272,95,0,0,A2,0.111,17,10,15,17,122
0,0,36354,65,74,0,C,30,H,M,4,1,2,426,256,77,0,0,A1,0,19,17,14,19,56
1,25,36528,89,74,0,S,19,H,F,6,1,6,934,323,91,0,0,A1,0,18,50,15,18,89
0,0,36913,89,74,0,C,27,H,M,3,1,9,847,528,89,1,0,A1,0,18,13,14,18,81
0,0,38217,137,74,0,U,6,H,M,4,1,7,1022,361,68,1,0,A1,0,19,10,13,19,129
1,17,38812,77,74,0,U,3,H,F,5,1,9,3772,515,79,1,0,A1,0,15,17,14,15,75
0,0,40122,41,74,0,C,29,H,M,4,0,,1223,443,95,0,0,A3,0.333,16,5,13,16,39
1,10,40407,113,74,0,C,31,H,M,1,0,,1785,692,95,0,0,A2,0.143,19,17,15,19,113
0,0,41815,41,74,0,U,10,H,M,2,1,,496,167,46,0,0,A2,0,20,15,12,20,38
0,0,42867,29,74,0,C,30,H,F,5,1,,601,232,82,0,0,A1,0.143,18,25,13,18,29
0,0,43165,77,74,0,C,28,H,M,2,1,2,925,256,73,0,0,A1,0.091,25,30,11,25,77
1,25,43321,17,74,0,C,23,U,U,,1,,1452,352,75,0,0,N1,0.333,21,25,12,21,21
0,0,43764,77,74,0,C,26,H,M,4,0,5,912,313,68,1,1,S2,0.273,17,12,15,17,69
1,10,44433,65,74,0,C,28,H,M,4,1,4,606,220,84,0,0,A2,0.1,17,15,12,17,64
0,0,45033,41,74,0,U,5,H,F,2,1,6,850,302,87,0,0,A3,0.3,22,8,12,21,44
0,0,45722,137,74,0,T,36,H,F,2,0,,0,0,0,1,1,S2,0.125,17,15,10,17,122
0,0,45805,101,74,0,S,20,H,M,4,1,,1931,261,11,1,1,S2,0,18,10,8,18,101
0,0,45816,137,74,0,C,29,H,F,2,0,6,919,331,84,1,0,A1,0,26,10,9,26,130
0,0,45856,137,74,0,S,12,H,M,3,0,7,1046,395,89,1,1,S2,0,20,10,13,18,122
1,15,48587,29,74,0,R,43,U,M,3,1,,425,264,90,0,0,A2,0,18,15,12,18,31
1,16,50905,53,74,0,S,20,H,F,5,0,8,736,331,59,1,0,A3,0.375,16,10,12,16,52
1,25,51234,65,74,0,S,21,H,F,3,1,,484,232,51,0,0,A1,0,18,15,12,18,57
0,0,51633,89,74,0,S,11,H,M,5,1,6,910,301,61,1,1,S2,0.1,15,28,15,15,88
0,0,51792,17,74,0,T,37,H,F,3,1,,445,202,69,0,0,E1,0,15,15,8,15,15
0,0,51824,137,74,0,T,36,U,F,3,1,,549,235,60,1,1,S4,0.636,17,15,14,17,130
0,0,52944,65,74,0,C,24,U,F,,0,,721,320,70,0,0,A2,0.1,25,20,13,18,56
0,0,54859,101,74,0,R,50,H,M,3,0,2,333,174,84,1,1,S2,0.111,18,16,15,18,105
1,10,55624,125,74,0,T,41,U,F,3,0,,403,197,59,1,0,A1,0.25,24,10,10,24,124
0,0,56345,77,74,0,R,49,H,F,5,1,5,469,273,82,0,0,A2,0.2,24,14,11,24,75
0,0,57499,89,74,0,T,41,H,F,6,1,4,428,96,44,1,0,A1,0.125,18,10,14,18,87
1,11,57928,89,74,0,R,51,U,F,,0,2,453,215,76,1,1,S3,0.222,18,13,8,18,86
1,16,58566,29,74,0,T,40,H,M,2,1,,633,309,81,0,0,A2,0.167,16,20,13,15,32
0,0,59596,89,74,0,T,37,U,F,,0,,636,257,60,1,0,A3,0.4,17,10,13,17,81
1,15,59610,29,74,0,T,35,U,F,,0,,1199,547,99,0,0,A1,0.2,18,15,10,18,32
0,0,60105,77,74,0,S,21,H,F,1,1,6,551,315,89,0,0,A1,0.111,18,20,14,18,76
0,0,60127,17,74,0,S,17,U,M,1,0,,583,246,14,0,0,N2,0.25,18,10,12,18,21
0,0,61533,29,74,0,T,39,H,M,5,1,,563,342,90,0,0,A1,0.333,23,16,10,23,28
0,0,62111,41,74,0,T,41,U,F,1,1,,446,262,78,1,0,A3,0.222,18,20,13,18,39
0,0,62288,137,74,0,C,27,H,F,5,1,4,450,272,74,1,0,A2,0.2,15,10,12,15,121
1,10,63308,89,74,0,C,27,H,M,6,1,6,485,344,77,1,1,S3,0.222,21,10,12,21,80
0,0,63672,137,74,0,R,45,U,F,,0,4,878,292,35,1,0,A2,0.222,19,14,8,19,126
1,25,63725,17,74,0,R,46,U,M,,0,,637,286,80,0,0,F1,0.333,21,25,11,21,21
0,0,65492,113,74,0,S,12,H,F,3,0,9,703,562,93,1,1,S4,0.5,15,12,8,15,105
0,0,65652,89,74,0,S,14,H,M,7,1,9,1636,766,98,0,0,A1,0.111,18,17,13,18,81
0,0,65907,41,74,0,U,8,H,M,5,1,,669,328,82,1,0,A2,0.25,16,15,13,16,40
0,0,67311,77,74,0,T,35,H,F,2,1,8,970,505,91,1,1,S2,0.273,17,10,8,17,65
1,5,67742,125,74,0,T,35,U,F,1,0,1,1101,515,84,1,0,A1,0.111,15,15,12,15,121
0,0,69394,101,74,0,T,40,U,M,4,1,8,552,250,82,1,0,A1,0.167,21,15,6,21,91
1,5,69855,41,74,0,T,36,H,F,5,1,,608,331,71,1,0,A4,0.6,18,6,12,18,41
0,0,71559,77,74,0,C,30,H,F,2,0,1,399,215,77,1,1,S4,0.5,19,8,13,19,76
1,17,71639,65,74,0,S,12,U,M,6,1,8,755,496,96,1,0,A1,0.182,24,15,11,24,65
1,15,72220,113,74,0,C,24,H,F,5,0,8,835,473,95,0,0,A1,0,15,15,11,15,112
0,0,72506,65,74,0,C,24,H,M,2,0,7,657,374,88,1,1,S1,0,18,15,13,18,56
1,25,73144,101,74,0,T,39,U,F,1,1,4,690,304,89,1,0,A2,0.182,19,25,14,19,96
1,15,73272,137,74,0,T,40,H,F,3,1,6,929,437,83,0,0,A1,0.125,18,25,13,18,128
0,0,73671,113,74,0,S,16,U,M,2,1,4,583,266,96,1,1,S2,0.2,16,20,8,16,111
1,12,73786,53,74,0,S,12,H,M,4,1,9,1176,558,72,1,1,S3,0.111,17,10,13,17,51
0,0,73881,17,74,0,S,21,H,M,2,1,,563,251,65,0,0,F1,0,16,15,10,16,16
0,0,74440,137,74,0,R,45,H,M,3,0,3,326,271,76,1,0,A1,0,18,10,12,18,125
0,0,74745,137,74,0,R,53,H,M,3,1,1,321,144,61,0,0,A1,0,18,15,13,18,120
0,0,75271,137,74,0,C,33,H,F,1,0,7,481,222,69,1,0,A1,0.4,25,11,10,25,126
0,0,76385,137,74,0,C,27,H,M,2,1,4,576,244,62,1,0,A1,0.1,15,35,13,15,126
1,10,77011,29,74,0,T,36,H,F,2,1,,406,257,82,1,1,S3,0.222,18,15,13,18,32
0,0,77518,101,74,0,T,35,U,U,,0,9,1173,607,97,1,1,S1,0.111,19,10,13,19,92
1,5,77574,29,74,0,C,29,H,F,2,1,,1260,252,40,1,1,S4,0.714,15,5,13,15,32
0,0,77728,101,74,0,S,13,H,M,7,1,9,1672,649,98,1,1,S4,0.667,20,3,7,18,101
1,15,77915,77,74,0,S,21,H,M,2,1,4,477,278,68,1,0,A1,0,18,15,12,18,76
0,0,78117,77,74,0,R,44,H,F,2,1,7,732,366,65,1,0,A1,0.111,18,25,13,18,75
0,0,78687,125,74,0,U,8,U,F,1,0,7,680,321,60,1,1,S3,0,15,10,15,15,123
0,0,78779,53,74,0,S,11,U,F,7,1,9,1202,337,41,1,0,A3,0.182,16,35,14,16,53
1,7,79387,41,74,0,T,36,H,M,3,1,,571,295,82,1,1,S3,0.5,17,7,13,17,41
1,12,79641,137,74,0,S,14,U,F,,0,9,1244,672,95,1,1,S2,0.1,20,15,13,18,128
0,0,79642,137,74,0,S,11,H,F,3,1,,721,376,76,0,0,A2,0.167,18,11,8,18,127
1,15,79868,137,74,0,R,49,U,M,2,0,3,406,274,75,1,0,A1,0,15,15,11,15,123
1,5,80153,29,74,0,C,30,H,M,3,1,,416,247,70,0,0,N1,0.25,24,15,7,24,24
1,6,81006,137,74,0,R,47,U,F,,0,0,567,149,55,1,1,S3,0.182,15,5,12,15,122
0,0,81040,89,74,0,R,48,U,F,4,1,2,600,173,82,1,0,A1,0.091,29,35,13,17,81
0,0,81890,77,74,0,R,53,U,F,,0,0,377,183,84,0,0,A1,0,19,20,13,19,74
0,0,82010,89,74,0,T,36,H,M,6,1,4,524,260,70,1,1,S4,0.5,15,3,13,15,89
0,0,82297,137,74,0,T,34,U,M,1,1,7,782,341,68,1,1,S4,0.636,15,4,11,15,125
1,5,82610,65,74,0,S,18,U,U,,0,8,280,249,81,1,1,S4,0.833,16,4,7,16,57
1,15,83983,113,74,0,S,15,U,M,,0,6,866,375,80,1,1,S3,0.273,17,15,14,17,113
0,0,84220,137,74,0,R,46,H,M,5,1,2,579,219,79,1,0,A1,0.5,25,10,10,25,108
0,0,85949,137,74,0,R,45,H,U,5,0,1,209,191,75,0,0,A2,0,15,20,14,15,127
0,0,86563,77,74,0,T,38,H,M,2,1,7,557,193,54,0,0,A1,0,25,15,9,25,77
1,25,86696,137,74,0,T,34,H,F,2,1,7,469,293,75,0,0,A1,0,18,25,13,18,103
0,0,87626,65,74,0,R,43,H,M,1,0,2,482,199,75,0,0,A1,0,17,18,12,17,56
0,0,88226,101,74,0,S,13,H,F,7,1,9,2189,367,53,1,0,A1,0.091,30,25,13,18,93
0,0,89129,125,74,0,S,14,U,M,5,1,9,1806,679,96,1,0,A1,0,18,10,11,18,125
0,0,90070,125,74,0,S,20,H,M,4,0,7,924,335,51,1,0,A1,0,18,14,12,18,122
